source_file,canonical_id,participant_determination,commission_report_reference,structural_radius,exact_previous_representation,exact_new_representation,migration_basis,implementation_status,validation_status,reviewer,review_date,unresolved_issue
Reality_Mechanics/1_First/Relation Conditions/Relation Read.md,first.relation-read,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Space.md,first.space,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Relation Conditions/Time.md,first.time,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Relation.md,first.relation,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Absorb.md,first.absorb,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Failure.md,first.failure,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Hold.md,first.hold,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Release.md,first.release,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Shift.md,first.shift,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Transfer.md,first.transfer,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution Conditions/Yield.md,first.yield,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Resolution.md,first.resolution,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/1_First/Strain.md,first.strain,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Acceleration.md,second.acceleration,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Adaptation.md,second.adaptation,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Apparent Source.md,second.apparent-source,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Balance.md,second.balance,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Bearing Source.md,second.bearing-source,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Capacity.md,second.capacity,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Carried Condition.md,second.carried-condition,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Compatibility.md,second.compatibility,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Consequence.md,second.consequence,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Constraint.md,second.constraint,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Current.md,second.current,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Decay.md,second.decay,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Dependency.md,second.dependency,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Drag.md,second.drag,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Energy.md,second.energy,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Extend.md,second.extend,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Extent.md,second.extent,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Flow.md,second.flow,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Frequency.md,second.frequency,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Function.md,second.function,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Growth.md,second.growth,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Guard.md,second.guard,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Heat.md,second.heat,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
Reality_Mechanics/2_Second/Carrying Conditions/Intake.md,second.intake,pd.v3.pre-provenance-baseline,docs/reports/PD-006-stage-1b-canonical-source-migration.md,constitutional,ABSENT,determination: pd.v3.pre-provenance-baseline,Approved Phase 4 Determination 4 with corrected 482-entry baseline,applied,passed-stage-1c,Codex (mechanical implementation review),2026-07-14,""
